facility_id,state,facility_type,patients_served,staff_count,bed_count,services,accepts_insurance,year,urban_rural,operating_months,patients_per_staff,num_services,is_overburdened
FAC202200044,IL,State Mental Hospital,546.0,46.0,11.0,"Substance Abuse Treatment, Crisis Intervention, Medication Management",True,2022,Rural,10,11.9,3,False
FAC202200045,IA,Psychiatric Hospital,1355.0,30.0,3.0,"Medication Management, Substance Abuse Treatment, Case Management, Crisis Intervention, Telehealth Services, Individual Therapy, Group Therapy",False,2022,Suburban,12,45.2,7,False
FAC202200046,NC,Veterans Affairs Medical Center,4578.0,52.0,204.0,"Crisis Intervention, Telehealth Services",True,2022,Urban,11,88.0,2,True
FAC202200047,IN,Residential Treatment Center,2611.0,158.0,102.0,"Substance Abuse Treatment, Crisis Intervention, Individual Therapy, Medication Management",False,2022,Suburban,8,16.5,4,False
FAC202200048,IN,Private Practice,3458.0,169.0,147.0,"Child and Adolescent Services, Telehealth Services, Medication Management, Group Therapy, Crisis Intervention, Substance Abuse Treatment",True,2022,Suburban,1,20.5,6,False
FAC202200049,TX,Residential Treatment Center,4470.0,137.0,152.0,"Medication Management, Telehealth Services, Case Management, Individual Therapy, Child and Adolescent Services, Crisis Intervention, Substance Abuse Treatment",False,2022,Urban,10,32.6,7,False
FAC202200050,AL,Outpatient Clinic,2981.0,26.0,131.0,"Individual Therapy, Medication Management, Crisis Intervention, Group Therapy, Child and Adolescent Services, Case Management",True,2022,Urban,1,114.7,6,True
FAC202200051,VA,Veterans Affairs Medical Center,3252.0,100.0,0.0,"Individual Therapy, Crisis Intervention, Case Management, Substance Abuse Treatment, Telehealth Services",False,2022,Rural,3,32.5,5,False
FAC202200052,NJ,Private Practice,3694.0,18.0,55.0,"Individual Therapy, Child and Adolescent Services, Substance Abuse Treatment",True,2022,Urban,4,205.2,3,True
FAC202200053,MS,Psychiatric Hospital,4061.0,52.0,152.0,"Case Management, Medication Management, Substance Abuse Treatment, Individual Therapy, Crisis Intervention",True,2022,Urban,11,78.1,5,True
FAC202200054,PA,Veterans Affairs Medical Center,1846.0,16.0,32.0,Individual Therapy,True,2022,Suburban,1,115.4,1,True
FAC202200055,MI,Private Practice,2500.0,26.0,270.0,"Medication Management, Substance Abuse Treatment, Individual Therapy, Telehealth Services",True,2022,Rural,1,96.2,4,True
FAC202200056,ID,Psychiatric Hospital,2525.0,41.0,159.0,"Substance Abuse Treatment, Case Management, Group Therapy, Crisis Intervention",False,2022,Rural,9,61.6,4,True
FAC202200057,UT,Community Mental Health Center,2760.0,118.0,178.0,"Telehealth Services, Case Management",False,2022,Suburban,4,23.4,2,False
FAC202200058,WA,Veterans Affairs Medical Center,1916.0,82.0,194.0,"Substance Abuse Treatment, Telehealth Services",True,2022,Urban,12,23.4,2,False
FAC202200059,AZ,Private Practice,373.0,64.0,118.0,"Crisis Intervention, Case Management, Medication Management",True,2022,Suburban,1,5.8,3,False
FAC202200060,AL,School Based Program,2550.0,27.0,258.0,"Child and Adolescent Services, Substance Abuse Treatment, Telehealth Services",True,2022,Suburban,11,94.4,3,True
FAC202200061,OR,School Based Program,252.0,174.0,32.0,"Telehealth Services, Child and Adolescent Services, Crisis Intervention, Medication Management, Individual Therapy",False,2022,Suburban,7,1.4,5,False
FAC202200062,WA,Community Mental Health Center,4759.0,32.0,152.0,"Case Management, Substance Abuse Treatment, Individual Therapy, Child and Adolescent Services, Telehealth Services, Crisis Intervention",True,2022,Rural,3,148.7,6,True
FAC202200063,TN,Veterans Affairs Medical Center,4603.0,117.0,152.0,Case Management,False,2022,Suburban,11,39.3,1,False
FAC202200064,SD,Psychiatric Hospital,3994.0,101.0,156.0,Individual Therapy,False,2022,Urban,7,39.5,1,False
FAC202200065,FL,Community Mental Health Center,3527.0,189.0,152.0,"Crisis Intervention, Individual Therapy, Medication Management, Child and Adolescent Services",False,2022,Urban,7,18.7,4,False
FAC202200066,AL,State Mental Hospital,4211.0,88.0,152.0,"Case Management, Group Therapy, Child and Adolescent Services, Telehealth Services",False,2022,Suburban,12,47.9,4,False
FAC202200067,NV,Private Practice,2500.0,81.0,243.0,"Individual Therapy, Crisis Intervention, Telehealth Services, Child and Adolescent Services, Group Therapy, Medication Management, Substance Abuse Treatment",True,2022,Rural,11,30.9,7,False
FAC202200068,OH,State Mental Hospital,2500.0,64.0,19.0,"Medication Management, Group Therapy, Substance Abuse Treatment",True,2022,Urban,11,39.1,3,False
FAC202200069,ND,Psychiatric Hospital,2490.0,155.0,152.0,"Group Therapy, Child and Adolescent Services, Crisis Intervention",True,2022,Suburban,5,16.1,3,False
FAC202200070,NJ,State Mental Hospital,1151.0,14.0,230.0,"Medication Management, Crisis Intervention, Substance Abuse Treatment, Telehealth Services, Child and Adolescent Services, Group Therapy, Individual Therapy",False,2022,Urban,1,82.2,7,True
FAC202200071,MS,Private Practice,4511.0,27.0,152.0,"Substance Abuse Treatment, Crisis Intervention, Medication Management, Telehealth Services, Case Management",True,2022,Suburban,2,167.1,5,True
FAC202200072,WV,School Based Program,134.0,100.0,152.0,"Child and Adolescent Services, Medication Management, Crisis Intervention",False,2022,Urban,10,1.3,3,False
FAC202200073,DC,Psychiatric Hospital,2500.0,79.0,152.0,"Medication Management, Group Therapy, Crisis Intervention, Substance Abuse Treatment, Child and Adolescent Services",True,2022,Urban,11,31.6,5,False
FAC202200074,WY,School Based Program,3079.0,89.0,213.0,"Telehealth Services, Crisis Intervention, Group Therapy, Individual Therapy, Medication Management",False,2022,Rural,4,34.6,5,False
FAC202200075,NH,Residential Treatment Center,268.0,103.0,107.0,"Crisis Intervention, Group Therapy, Case Management, Telehealth Services, Child and Adolescent Services, Medication Management, Substance Abuse Treatment",False,2022,Urban,9,2.6,7,False
FAC202200076,GA,Residential Treatment Center,4436.0,116.0,4.0,"Case Management, Crisis Intervention, Telehealth Services, Substance Abuse Treatment",False,2022,Rural,12,38.2,4,False
FAC202200077,CT,State Mental Hospital,2500.0,191.0,47.0,"Telehealth Services, Crisis Intervention, Substance Abuse Treatment, Case Management, Medication Management, Individual Therapy",False,2022,Rural,8,13.1,6,False
FAC202200078,WV,Private Practice,1246.0,65.0,152.0,"Group Therapy, Medication Management, Case Management, Individual Therapy, Crisis Intervention",True,2022,Suburban,5,19.2,5,False
FAC202200079,RI,School Based Program,598.0,140.0,76.0,"Individual Therapy, Crisis Intervention, Medication Management, Child and Adolescent Services, Telehealth Services",True,2022,Rural,2,4.3,5,False
FAC202200080,NY,School Based Program,2218.0,100.0,59.0,"Medication Management, Child and Adolescent Services, Telehealth Services, Substance Abuse Treatment, Crisis Intervention, Individual Therapy, Case Management",True,2022,Urban,1,22.2,7,False
FAC202200081,NE,Private Practice,4037.0,154.0,54.0,"Medication Management, Group Therapy, Crisis Intervention, Substance Abuse Treatment, Child and Adolescent Services, Individual Therapy, Telehealth Services",False,2022,Suburban,6,26.2,7,False
FAC202200082,DE,State Mental Hospital,389.0,134.0,188.0,"Child and Adolescent Services, Group Therapy, Substance Abuse Treatment, Telehealth Services, Medication Management, Crisis Intervention, Individual Therapy",False,2022,Rural,7,2.9,7,False
FAC202200083,OH,Community Mental Health Center,2277.0,54.0,152.0,"Crisis Intervention, Case Management, Telehealth Services, Group Therapy, Medication Management, Substance Abuse Treatment",True,2022,Urban,12,42.2,6,False
FAC202200084,MT,Veterans Affairs Medical Center,4380.0,129.0,86.0,"Telehealth Services, Substance Abuse Treatment, Crisis Intervention",False,2022,Urban,4,34.0,3,False
FAC202200085,VA,Psychiatric Hospital,4854.0,111.0,77.0,"Child and Adolescent Services, Crisis Intervention, Individual Therapy",True,2022,Rural,9,43.7,3,False
FAC202200086,AK,Residential Treatment Center,325.0,11.0,152.0,"Case Management, Child and Adolescent Services, Medication Management",True,2022,Suburban,6,29.5,3,False
FAC202200087,TX,Private Practice,1722.0,187.0,41.0,"Individual Therapy, Case Management",False,2022,Rural,3,9.2,2,False
FAC202200088,TN,Private Practice,2500.0,93.0,202.0,"Crisis Intervention, Substance Abuse Treatment, Medication Management, Individual Therapy, Child and Adolescent Services, Case Management",False,2022,Urban,4,26.9,6,False
FAC202200089,OR,Psychiatric Hospital,2500.0,50.0,128.0,"Crisis Intervention, Case Management, Group Therapy, Individual Therapy, Child and Adolescent Services, Substance Abuse Treatment",True,2022,Rural,9,50.0,6,False
FAC202200090,NV,School Based Program,2679.0,100.0,152.0,"Child and Adolescent Services, Group Therapy, Case Management",True,2022,Suburban,5,26.8,3,False
FAC202200091,NC,Community Mental Health Center,857.0,151.0,32.0,"Substance Abuse Treatment, Individual Therapy, Case Management, Medication Management, Crisis Intervention",True,2022,Rural,10,5.7,5,False
FAC202200092,IL,Private Practice,2500.0,100.0,152.0,"Child and Adolescent Services, Substance Abuse Treatment, Crisis Intervention, Medication Management, Group Therapy, Telehealth Services, Individual Therapy",True,2022,Suburban,12,25.0,7,False
FAC202200093,CA,Community Mental Health Center,329.0,107.0,152.0,"Individual Therapy, Telehealth Services, Case Management, Child and Adolescent Services, Substance Abuse Treatment, Medication Management, Crisis Intervention",True,2022,Rural,8,3.1,7,False
FAC202200094,WA,Psychiatric Hospital,2500.0,185.0,152.0,Child and Adolescent Services,False,2022,Suburban,8,13.5,1,False
FAC202200095,SD,Residential Treatment Center,3534.0,92.0,151.0,"Crisis Intervention, Case Management, Group Therapy, Child and Adolescent Services, Telehealth Services, Medication Management, Individual Therapy",False,2022,Urban,11,38.4,7,False
FAC202200096,MS,Psychiatric Hospital,2500.0,100.0,4.0,"Group Therapy, Telehealth Services, Individual Therapy, Case Management, Substance Abuse Treatment, Crisis Intervention",True,2022,Rural,4,25.0,6,False
FAC202200097,ND,Outpatient Clinic,3684.0,100.0,290.0,"Group Therapy, Child and Adolescent Services, Crisis Intervention, Individual Therapy, Substance Abuse Treatment",False,2022,Urban,8,36.8,5,False
FAC202200098,DC,Outpatient Clinic,4139.0,59.0,152.0,"Telehealth Services, Individual Therapy, Medication Management, Group Therapy, Crisis Intervention, Substance Abuse Treatment",False,2022,Urban,5,70.2,6,True
FAC202200099,HI,Private Practice,1523.0,109.0,217.0,"Group Therapy, Individual Therapy, Case Management, Medication Management, Child and Adolescent Services, Telehealth Services, Substance Abuse Treatment",False,2022,Urban,11,14.0,7,False
FAC202200100,IL,Outpatient Clinic,1409.0,148.0,152.0,"Substance Abuse Treatment, Individual Therapy, Group Therapy",True,2022,Rural,6,9.5,3,False
FAC202200101,MT,Residential Treatment Center,4729.0,101.0,27.0,"Medication Management, Telehealth Services, Individual Therapy",True,2022,Rural,7,46.8,3,False
FAC202200102,MS,School Based Program,3349.0,115.0,229.0,Crisis Intervention,True,2022,Rural,2,29.1,1,False
FAC202200103,MO,Psychiatric Hospital,2500.0,100.0,152.0,"Case Management, Telehealth Services, Medication Management, Group Therapy, Substance Abuse Treatment, Crisis Intervention, Individual Therapy",True,2022,Urban,2,25.0,7,False
FAC202200104,AL,Residential Treatment Center,576.0,100.0,69.0,"Child and Adolescent Services, Individual Therapy, Case Management",True,2022,Rural,2,5.8,3,False
FAC202200105,MO,State Mental Hospital,3683.0,86.0,111.0,Medication Management,True,2022,Suburban,2,42.8,1,False
FAC202200106,SD,Residential Treatment Center,2500.0,132.0,8.0,"Case Management, Telehealth Services, Child and Adolescent Services",True,2022,Urban,12,18.9,3,False
FAC202200107,OK,Veterans Affairs Medical Center,3938.0,169.0,108.0,"Group Therapy, Case Management, Substance Abuse Treatment, Child and Adolescent Services, Telehealth Services, Medication Management, Crisis Intervention",True,2022,Urban,1,23.3,7,False
FAC202200108,CA,Outpatient Clinic,3567.0,89.0,87.0,"Medication Management, Case Management, Telehealth Services",True,2022,Suburban,2,40.1,3,False
FAC202200109,MD,School Based Program,4060.0,100.0,2.0,Individual Therapy,True,2022,Urban,8,40.6,1,False
FAC202200110,WY,Outpatient Clinic,4625.0,72.0,132.0,"Medication Management, Telehealth Services, Substance Abuse Treatment, Case Management, Group Therapy",False,2022,Urban,12,64.2,5,True
FAC202200111,DC,School Based Program,2864.0,133.0,78.0,"Telehealth Services, Child and Adolescent Services, Case Management, Medication Management, Substance Abuse Treatment, Group Therapy",False,2022,Urban,1,21.5,6,False
FAC202200112,MN,Residential Treatment Center,1145.0,87.0,255.0,"Medication Management, Individual Therapy",True,2022,Suburban,7,13.2,2,False
FAC202200113,AZ,Private Practice,552.0,169.0,153.0,"Medication Management, Telehealth Services, Group Therapy, Crisis Intervention, Case Management",False,2022,Rural,4,3.3,5,False
FAC202200114,NV,State Mental Hospital,4242.0,30.0,152.0,"Crisis Intervention, Telehealth Services",True,2022,Rural,6,141.4,2,True
FAC202200115,NE,Private Practice,295.0,174.0,135.0,"Medication Management, Substance Abuse Treatment, Individual Therapy, Case Management",False,2022,Urban,8,1.7,4,False
FAC202200116,NY,School Based Program,675.0,100.0,206.0,"Substance Abuse Treatment, Individual Therapy, Case Management, Child and Adolescent Services",False,2022,Urban,7,6.8,4,False
FAC202200117,DE,Residential Treatment Center,3744.0,107.0,152.0,"Crisis Intervention, Case Management",False,2022,Suburban,12,35.0,2,False
FAC202200118,AR,School Based Program,2500.0,90.0,12.0,"Case Management, Child and Adolescent Services, Telehealth Services, Individual Therapy",True,2022,Rural,5,27.8,4,False
FAC202200119,IL,Psychiatric Hospital,3018.0,144.0,209.0,"Telehealth Services, Individual Therapy, Group Therapy, Crisis Intervention, Case Management",False,2022,Suburban,7,21.0,5,False
FAC202200120,MI,Outpatient Clinic,2500.0,31.0,152.0,"Child and Adolescent Services, Crisis Intervention, Case Management, Medication Management, Individual Therapy, Group Therapy, Telehealth Services",False,2022,Suburban,8,80.6,7,True
FAC202200121,AR,Outpatient Clinic,3537.0,124.0,261.0,"Substance Abuse Treatment, Crisis Intervention, Child and Adolescent Services, Case Management, Medication Management, Individual Therapy, Group Therapy",False,2022,Urban,5,28.5,7,False
FAC202200122,ID,Outpatient Clinic,1556.0,120.0,120.0,"Group Therapy, Substance Abuse Treatment, Telehealth Services, Medication Management, Crisis Intervention",False,2022,Urban,7,13.0,5,False
FAC202200123,WA,Psychiatric Hospital,662.0,15.0,193.0,"Substance Abuse Treatment, Group Therapy",False,2022,Urban,1,44.1,2,False
FAC202200124,VA,Private Practice,205.0,199.0,105.0,Substance Abuse Treatment,True,2022,Suburban,9,1.0,1,False
FAC202200125,AR,Residential Treatment Center,525.0,165.0,172.0,"Medication Management, Telehealth Services, Substance Abuse Treatment, Crisis Intervention, Individual Therapy, Group Therapy",True,2022,Suburban,12,3.2,6,False
FAC202200126,VT,Outpatient Clinic,2173.0,129.0,40.0,"Crisis Intervention, Substance Abuse Treatment, Telehealth Services, Medication Management, Child and Adolescent Services, Group Therapy",True,2022,Suburban,11,16.8,6,False
FAC202200127,MD,Veterans Affairs Medical Center,3437.0,100.0,185.0,Medication Management,False,2022,Urban,6,34.4,1,False
FAC202200128,MS,Outpatient Clinic,2500.0,135.0,152.0,Individual Therapy,False,2022,Urban,9,18.5,1,False
FAC202200129,ND,State Mental Hospital,1185.0,100.0,282.0,Child and Adolescent Services,True,2022,Urban,7,11.8,1,False
FAC202200130,OK,School Based Program,2500.0,27.0,93.0,Child and Adolescent Services,False,2022,Suburban,5,92.6,1,True
FAC202200131,TX,Residential Treatment Center,221.0,83.0,18.0,"Crisis Intervention, Group Therapy, Child and Adolescent Services, Telehealth Services, Individual Therapy, Medication Management",False,2022,Rural,7,2.7,6,False
FAC202200132,ID,Veterans Affairs Medical Center,4886.0,32.0,15.0,"Substance Abuse Treatment, Telehealth Services, Group Therapy, Crisis Intervention, Case Management, Child and Adolescent Services",False,2022,Urban,6,152.7,6,True
FAC202200133,MT,State Mental Hospital,3931.0,41.0,299.0,"Case Management, Individual Therapy, Medication Management, Crisis Intervention, Substance Abuse Treatment, Child and Adolescent Services",True,2022,Suburban,4,95.9,6,True
FAC202200134,OH,Private Practice,2500.0,10.0,184.0,"Crisis Intervention, Medication Management, Telehealth Services, Group Therapy, Substance Abuse Treatment",True,2022,Suburban,4,250.0,5,True
FAC202200135,CT,Community Mental Health Center,1639.0,37.0,207.0,"Child and Adolescent Services, Group Therapy, Telehealth Services",False,2022,Rural,12,44.3,3,False
FAC202200136,MD,Private Practice,3354.0,69.0,42.0,"Group Therapy, Individual Therapy, Crisis Intervention",False,2022,Rural,12,48.6,3,False
FAC202200137,AK,School Based Program,2791.0,118.0,152.0,"Telehealth Services, Substance Abuse Treatment, Individual Therapy, Crisis Intervention",False,2022,Urban,8,23.7,4,False
FAC202200138,NE,State Mental Hospital,3939.0,100.0,152.0,"Medication Management, Child and Adolescent Services, Group Therapy, Telehealth Services, Crisis Intervention, Substance Abuse Treatment",False,2022,Rural,1,39.4,6,False
FAC202200139,NH,Outpatient Clinic,2459.0,165.0,189.0,"Crisis Intervention, Medication Management, Substance Abuse Treatment, Case Management, Child and Adolescent Services, Individual Therapy, Telehealth Services",True,2022,Suburban,5,14.9,7,False
FAC202200140,UT,Outpatient Clinic,1536.0,190.0,261.0,"Case Management, Child and Adolescent Services, Crisis Intervention, Group Therapy, Telehealth Services",True,2022,Suburban,11,8.1,5,False
FAC202200141,DC,Private Practice,3370.0,15.0,244.0,"Individual Therapy, Telehealth Services, Crisis Intervention, Substance Abuse Treatment, Group Therapy, Case Management, Child and Adolescent Services",False,2022,Rural,2,224.7,7,True
FAC202200142,AZ,Residential Treatment Center,930.0,163.0,280.0,"Telehealth Services, Crisis Intervention, Case Management, Group Therapy",False,2022,Suburban,8,5.7,4,False
FAC202200143,MA,Residential Treatment Center,3352.0,45.0,163.0,Crisis Intervention,True,2022,Suburban,12,74.5,1,True
FAC202200144,OH,State Mental Hospital,2500.0,142.0,268.0,"Case Management, Individual Therapy, Group Therapy, Substance Abuse Treatment, Crisis Intervention",True,2022,Urban,1,17.6,5,False
FAC202200145,KY,Psychiatric Hospital,928.0,166.0,152.0,"Substance Abuse Treatment, Child and Adolescent Services, Medication Management, Crisis Intervention, Group Therapy, Individual Therapy",True,2022,Suburban,3,5.6,6,False
FAC202200146,IA,Private Practice,4130.0,100.0,199.0,"Individual Therapy, Telehealth Services, Child and Adolescent Services, Medication Management, Crisis Intervention",False,2022,Rural,11,41.3,5,False
FAC202200147,CT,Community Mental Health Center,1580.0,61.0,152.0,"Case Management, Telehealth Services",True,2022,Suburban,1,25.9,2,False
FAC202200148,MA,Psychiatric Hospital,2579.0,123.0,150.0,Individual Therapy,True,2022,Urban,6,21.0,1,False
FAC202200149,AR,Residential Treatment Center,4267.0,165.0,152.0,"Substance Abuse Treatment, Individual Therapy, Group Therapy, Child and Adolescent Services, Telehealth Services, Case Management",False,2022,Suburban,2,25.9,6,False
FAC202200150,MD,Community Mental Health Center,4502.0,44.0,152.0,"Individual Therapy, Child and Adolescent Services, Telehealth Services",False,2022,Rural,2,102.3,3,True
FAC202200151,IA,Veterans Affairs Medical Center,4264.0,26.0,152.0,"Child and Adolescent Services, Substance Abuse Treatment, Medication Management, Crisis Intervention, Individual Therapy, Telehealth Services, Group Therapy",True,2022,Rural,9,164.0,7,True
FAC202200152,KY,Community Mental Health Center,4149.0,31.0,60.0,"Group Therapy, Crisis Intervention, Medication Management, Substance Abuse Treatment, Child and Adolescent Services, Individual Therapy, Case Management",False,2022,Suburban,4,133.8,7,True
FAC202200153,NH,Psychiatric Hospital,1105.0,100.0,172.0,"Group Therapy, Crisis Intervention, Medication Management, Child and Adolescent Services, Substance Abuse Treatment, Case Management, Individual Therapy",True,2022,Urban,7,11.0,7,False
FAC202200154,GA,State Mental Hospital,2500.0,10.0,266.0,Medication Management,True,2022,Urban,8,250.0,1,True
FAC202200155,MT,Veterans Affairs Medical Center,1572.0,138.0,176.0,"Child and Adolescent Services, Crisis Intervention, Medication Management, Telehealth Services, Group Therapy, Case Management, Individual Therapy",False,2022,Rural,5,11.4,7,False
FAC202200156,OK,Veterans Affairs Medical Center,4904.0,65.0,156.0,"Child and Adolescent Services, Case Management, Crisis Intervention, Medication Management, Telehealth Services, Group Therapy",True,2022,Rural,8,75.4,6,True
