facility_id,state,facility_type,patients_served,staff_count,bed_count,services,accepts_insurance,year,urban_rural,operating_months,patients_per_staff,num_services,is_overburdened
FAC202000021,FL,Private Practice,3503.0,63.0,61.0,"Case Management, Child and Adolescent Services, Substance Abuse Treatment, Group Therapy, Individual Therapy, Telehealth Services",True,2020,Suburban,7,55.6,6,True
FAC202000022,RI,Residential Treatment Center,4850.0,45.0,260.0,"Crisis Intervention, Telehealth Services, Case Management",True,2020,Urban,7,107.8,3,True
FAC202000023,MA,Residential Treatment Center,1346.0,161.0,79.0,"Child and Adolescent Services, Group Therapy, Individual Therapy, Telehealth Services, Medication Management",True,2020,Suburban,1,8.4,5,False
FAC202000024,AK,Community Mental Health Center,4833.0,132.0,164.0,"Child and Adolescent Services, Medication Management, Individual Therapy, Group Therapy",True,2020,Urban,5,36.6,4,False
FAC202000025,AK,State Mental Hospital,3589.0,68.0,129.0,"Child and Adolescent Services, Telehealth Services, Individual Therapy, Substance Abuse Treatment, Group Therapy, Case Management, Crisis Intervention",True,2020,Suburban,7,52.8,7,True
FAC202000026,KS,Outpatient Clinic,84.0,135.0,148.0,"Case Management, Crisis Intervention, Medication Management, Group Therapy, Substance Abuse Treatment, Individual Therapy, Telehealth Services",False,2020,Suburban,11,0.6,7,False
FAC202000027,CO,Private Practice,2325.0,83.0,27.0,"Crisis Intervention, Medication Management",True,2020,Rural,2,28.0,2,False
FAC202000028,HI,State Mental Hospital,634.0,22.0,84.0,"Crisis Intervention, Child and Adolescent Services, Medication Management, Group Therapy, Telehealth Services",True,2020,Urban,9,28.8,5,False
FAC202000029,GA,Veterans Affairs Medical Center,4232.0,29.0,148.0,"Individual Therapy, Substance Abuse Treatment, Group Therapy",False,2020,Urban,1,145.9,3,True
FAC202000030,MI,State Mental Hospital,345.0,59.0,148.0,"Telehealth Services, Case Management",False,2020,Suburban,6,5.8,2,False
FAC202000031,NJ,Community Mental Health Center,4894.0,103.0,80.0,"Group Therapy, Individual Therapy, Case Management",False,2020,Rural,9,47.5,3,False
FAC202000032,NE,Veterans Affairs Medical Center,3353.0,103.0,294.0,"Individual Therapy, Crisis Intervention, Telehealth Services, Medication Management, Case Management, Group Therapy, Substance Abuse Treatment",True,2020,Suburban,8,32.6,7,False
FAC202000033,CT,Psychiatric Hospital,1240.0,43.0,2.0,"Individual Therapy, Crisis Intervention, Substance Abuse Treatment, Medication Management, Telehealth Services, Group Therapy",True,2020,Suburban,12,28.8,6,False
FAC202000034,RI,Psychiatric Hospital,1914.0,45.0,190.0,"Substance Abuse Treatment, Individual Therapy, Medication Management, Case Management",False,2020,Suburban,11,42.5,4,False
FAC202000035,MN,Private Practice,1467.0,19.0,263.0,Individual Therapy,True,2020,Suburban,11,77.2,1,True
FAC202000036,MI,Veterans Affairs Medical Center,3542.0,176.0,291.0,"Group Therapy, Telehealth Services, Case Management, Crisis Intervention, Individual Therapy",False,2020,Rural,11,20.1,5,False
FAC202000037,CA,Veterans Affairs Medical Center,4114.0,103.0,156.0,"Group Therapy, Individual Therapy, Case Management, Crisis Intervention, Medication Management, Child and Adolescent Services",False,2020,Suburban,6,39.9,6,False
FAC202000038,CT,Psychiatric Hospital,2577.0,103.0,148.0,"Case Management, Telehealth Services, Individual Therapy, Crisis Intervention",True,2020,Suburban,12,25.0,4,False
FAC202000039,WA,Veterans Affairs Medical Center,112.0,161.0,148.0,"Individual Therapy, Telehealth Services, Crisis Intervention",False,2020,Rural,7,0.7,3,False
FAC202000040,OR,Residential Treatment Center,2913.0,119.0,46.0,Telehealth Services,False,2020,Suburban,1,24.5,1,False
FAC202000041,OH,Community Mental Health Center,2577.0,169.0,280.0,Telehealth Services,False,2020,Urban,6,15.2,1,False
FAC202000042,AR,Psychiatric Hospital,1968.0,25.0,237.0,Telehealth Services,False,2020,Urban,1,78.7,1,True
FAC202000043,MA,Psychiatric Hospital,4795.0,103.0,54.0,"Individual Therapy, Telehealth Services, Group Therapy, Child and Adolescent Services, Medication Management",False,2020,Suburban,3,46.6,5,False
FAC202000044,AK,Psychiatric Hospital,4402.0,39.0,148.0,Medication Management,False,2020,Rural,11,112.9,1,True
FAC202000045,GA,Psychiatric Hospital,3749.0,137.0,270.0,"Crisis Intervention, Child and Adolescent Services, Group Therapy, Substance Abuse Treatment, Medication Management",True,2020,Rural,6,27.4,5,False
FAC202000046,MD,Private Practice,2343.0,103.0,132.0,"Individual Therapy, Telehealth Services, Child and Adolescent Services, Medication Management, Substance Abuse Treatment, Crisis Intervention",False,2020,Suburban,11,22.7,6,False
FAC202000047,ME,Community Mental Health Center,903.0,172.0,253.0,"Crisis Intervention, Group Therapy, Substance Abuse Treatment",False,2020,Urban,1,5.2,3,False
FAC202000048,WI,Residential Treatment Center,2670.0,78.0,34.0,"Telehealth Services, Substance Abuse Treatment",True,2020,Rural,5,34.2,2,False
FAC202000049,AK,Community Mental Health Center,1752.0,56.0,234.0,"Group Therapy, Case Management, Individual Therapy",False,2020,Suburban,12,31.3,3,False
FAC202000050,TX,State Mental Hospital,4538.0,195.0,148.0,"Group Therapy, Child and Adolescent Services",False,2020,Suburban,9,23.3,2,False
FAC202000051,AZ,Private Practice,809.0,15.0,148.0,"Telehealth Services, Child and Adolescent Services, Crisis Intervention, Substance Abuse Treatment, Group Therapy, Individual Therapy",True,2020,Suburban,1,53.9,6,True
FAC202000052,ND,Psychiatric Hospital,2046.0,55.0,146.0,"Crisis Intervention, Case Management, Substance Abuse Treatment, Individual Therapy, Group Therapy",False,2020,Rural,1,37.2,5,False
FAC202000053,KY,Outpatient Clinic,2577.0,76.0,147.0,"Individual Therapy, Substance Abuse Treatment, Group Therapy, Case Management, Crisis Intervention, Medication Management, Telehealth Services",False,2020,Rural,6,33.9,7,False
FAC202000054,ME,Psychiatric Hospital,2969.0,63.0,216.0,"Group Therapy, Case Management",True,2020,Suburban,12,47.1,2,False
FAC202000055,FL,State Mental Hospital,3432.0,14.0,176.0,Case Management,False,2020,Suburban,1,245.1,1,True
FAC202000056,NM,Psychiatric Hospital,1013.0,5.0,203.0,"Crisis Intervention, Medication Management, Case Management, Telehealth Services, Individual Therapy, Group Therapy, Substance Abuse Treatment",False,2020,Rural,2,202.6,7,True
FAC202000057,NV,Outpatient Clinic,2577.0,103.0,38.0,Crisis Intervention,False,2020,Urban,5,25.0,1,False
FAC202000058,IA,Veterans Affairs Medical Center,236.0,89.0,64.0,"Medication Management, Telehealth Services, Substance Abuse Treatment, Group Therapy, Crisis Intervention, Child and Adolescent Services, Case Management",True,2020,Suburban,2,2.7,7,False
FAC202000059,SD,School Based Program,3537.0,97.0,266.0,"Substance Abuse Treatment, Group Therapy, Telehealth Services, Medication Management, Case Management",False,2020,Rural,6,36.5,5,False
FAC202000060,IA,Outpatient Clinic,2886.0,113.0,148.0,"Crisis Intervention, Case Management, Substance Abuse Treatment, Group Therapy, Telehealth Services",False,2020,Urban,12,25.5,5,False
FAC202000061,ID,Psychiatric Hospital,3113.0,188.0,148.0,"Child and Adolescent Services, Crisis Intervention, Telehealth Services, Group Therapy",True,2020,Suburban,5,16.6,4,False
FAC202000062,CO,School Based Program,4009.0,64.0,241.0,"Medication Management, Telehealth Services, Group Therapy, Case Management, Crisis Intervention, Substance Abuse Treatment",True,2020,Rural,6,62.6,6,True
FAC202000063,RI,Residential Treatment Center,2577.0,114.0,233.0,"Case Management, Crisis Intervention, Child and Adolescent Services, Medication Management, Telehealth Services",False,2020,Suburban,7,22.6,5,False
FAC202000064,MD,Private Practice,3705.0,103.0,255.0,"Group Therapy, Case Management, Telehealth Services, Child and Adolescent Services, Crisis Intervention, Medication Management",True,2020,Urban,10,36.0,6,False
FAC202000065,OK,Community Mental Health Center,2819.0,41.0,148.0,Crisis Intervention,True,2020,Rural,1,68.8,1,True
FAC202000066,HI,Community Mental Health Center,211.0,125.0,148.0,"Crisis Intervention, Child and Adolescent Services, Substance Abuse Treatment",True,2020,Urban,9,1.7,3,False
FAC202000067,KY,Residential Treatment Center,4728.0,131.0,144.0,"Individual Therapy, Medication Management, Child and Adolescent Services, Group Therapy",False,2020,Rural,12,36.1,4,False
FAC202000068,AL,Residential Treatment Center,2367.0,42.0,260.0,"Case Management, Crisis Intervention, Substance Abuse Treatment, Medication Management, Individual Therapy",False,2020,Urban,10,56.4,5,True
FAC202000069,KS,Psychiatric Hospital,2137.0,123.0,148.0,"Individual Therapy, Medication Management",False,2020,Urban,4,17.4,2,False
FAC202000070,NM,Private Practice,1016.0,163.0,218.0,"Child and Adolescent Services, Group Therapy, Telehealth Services",False,2020,Rural,12,6.2,3,False
FAC202000071,MA,State Mental Hospital,4567.0,87.0,153.0,"Crisis Intervention, Group Therapy, Medication Management",True,2020,Suburban,3,52.5,3,True
FAC202000072,MN,Community Mental Health Center,263.0,117.0,280.0,"Crisis Intervention, Substance Abuse Treatment, Group Therapy",True,2020,Rural,2,2.2,3,False
FAC202000073,WA,Psychiatric Hospital,3976.0,144.0,266.0,"Case Management, Telehealth Services, Medication Management, Group Therapy, Individual Therapy, Substance Abuse Treatment",True,2020,Suburban,7,27.6,6,False
FAC202000074,NE,State Mental Hospital,429.0,64.0,273.0,Child and Adolescent Services,True,2020,Urban,12,6.7,1,False
FAC202000075,IN,State Mental Hospital,453.0,146.0,148.0,Crisis Intervention,True,2020,Suburban,8,3.1,1,False
FAC202000076,MO,Outpatient Clinic,2250.0,168.0,141.0,"Group Therapy, Substance Abuse Treatment, Telehealth Services, Child and Adolescent Services",False,2020,Rural,12,13.4,4,False
FAC202000077,MT,Community Mental Health Center,2874.0,64.0,80.0,"Group Therapy, Substance Abuse Treatment, Crisis Intervention, Child and Adolescent Services, Individual Therapy, Medication Management, Case Management",True,2020,Urban,7,44.9,7,False
FAC202000078,MT,Private Practice,2629.0,67.0,148.0,"Child and Adolescent Services, Individual Therapy, Crisis Intervention, Case Management, Substance Abuse Treatment, Medication Management",False,2020,Suburban,8,39.2,6,False
FAC202000079,GA,Private Practice,1682.0,62.0,217.0,"Substance Abuse Treatment, Case Management, Child and Adolescent Services, Crisis Intervention",False,2020,Rural,1,27.1,4,False
FAC202000080,CO,Outpatient Clinic,4920.0,162.0,176.0,"Group Therapy, Case Management, Medication Management",True,2020,Rural,11,30.4,3,False
FAC202000081,WY,Private Practice,1534.0,146.0,39.0,"Group Therapy, Crisis Intervention, Individual Therapy, Substance Abuse Treatment",True,2020,Rural,7,10.5,4,False
FAC202000082,WV,Veterans Affairs Medical Center,3256.0,103.0,287.0,"Individual Therapy, Child and Adolescent Services",True,2020,Suburban,5,31.6,2,False
FAC202000083,MT,Psychiatric Hospital,2652.0,184.0,190.0,Medication Management,True,2020,Rural,2,14.4,1,False
FAC202000084,WI,Psychiatric Hospital,2128.0,103.0,107.0,"Group Therapy, Child and Adolescent Services, Substance Abuse Treatment, Telehealth Services",True,2020,Rural,1,20.7,4,False
FAC202000085,WY,State Mental Hospital,2225.0,57.0,148.0,"Case Management, Crisis Intervention, Telehealth Services, Substance Abuse Treatment, Medication Management",False,2020,Rural,3,39.0,5,False
FAC202000086,ID,Community Mental Health Center,3221.0,163.0,148.0,Substance Abuse Treatment,True,2020,Urban,8,19.8,1,False
FAC202000087,PA,Private Practice,75.0,160.0,245.0,"Crisis Intervention, Case Management, Medication Management, Child and Adolescent Services, Individual Therapy, Substance Abuse Treatment, Telehealth Services",True,2020,Rural,10,0.5,7,False
FAC202000088,KY,State Mental Hospital,2754.0,167.0,132.0,Group Therapy,True,2020,Suburban,6,16.5,1,False
FAC202000089,ND,Residential Treatment Center,2577.0,191.0,148.0,"Group Therapy, Crisis Intervention, Telehealth Services",True,2020,Rural,9,13.5,3,False
FAC202000090,MD,Psychiatric Hospital,2577.0,129.0,86.0,"Substance Abuse Treatment, Individual Therapy, Case Management, Crisis Intervention, Group Therapy, Medication Management, Child and Adolescent Services",True,2020,Urban,2,20.0,7,False
FAC202000091,SC,Private Practice,570.0,184.0,39.0,"Crisis Intervention, Case Management, Group Therapy, Child and Adolescent Services, Individual Therapy, Medication Management",True,2020,Urban,2,3.1,6,False
FAC202000092,DC,Outpatient Clinic,1647.0,99.0,147.0,Case Management,False,2020,Suburban,3,16.6,1,False
FAC202000093,PA,School Based Program,2300.0,59.0,55.0,"Individual Therapy, Telehealth Services, Group Therapy, Case Management, Medication Management",True,2020,Suburban,2,39.0,5,False
FAC202000094,AL,Outpatient Clinic,2577.0,161.0,32.0,"Substance Abuse Treatment, Telehealth Services",False,2020,Suburban,2,16.0,2,False
FAC202000095,IL,Veterans Affairs Medical Center,2577.0,38.0,256.0,"Case Management, Substance Abuse Treatment, Individual Therapy",True,2020,Rural,3,67.8,3,True
FAC202000096,NC,Outpatient Clinic,2756.0,146.0,19.0,Telehealth Services,False,2020,Urban,5,18.9,1,False
FAC202000097,MO,Outpatient Clinic,4464.0,31.0,128.0,"Case Management, Individual Therapy, Medication Management, Substance Abuse Treatment",False,2020,Rural,10,144.0,4,True
FAC202000098,KS,School Based Program,3135.0,79.0,279.0,"Telehealth Services, Child and Adolescent Services, Group Therapy, Medication Management",False,2020,Rural,11,39.7,4,False
FAC202000099,WV,Private Practice,750.0,102.0,210.0,"Child and Adolescent Services, Individual Therapy, Group Therapy",False,2020,Suburban,8,7.4,3,False
FAC202000100,AR,Community Mental Health Center,4347.0,23.0,164.0,"Substance Abuse Treatment, Child and Adolescent Services, Medication Management, Telehealth Services",True,2020,Suburban,12,189.0,4,True
FAC202000101,RI,Psychiatric Hospital,1543.0,6.0,170.0,Child and Adolescent Services,True,2020,Urban,4,257.2,1,True
FAC202000102,AR,Residential Treatment Center,4344.0,103.0,138.0,"Case Management, Medication Management",False,2020,Urban,3,42.2,2,False
FAC202000103,OR,Private Practice,3533.0,135.0,62.0,"Group Therapy, Crisis Intervention, Case Management",False,2020,Rural,1,26.2,3,False
FAC202000104,IN,State Mental Hospital,1724.0,46.0,11.0,"Crisis Intervention, Case Management",False,2020,Rural,2,37.5,2,False
FAC202000105,CT,Veterans Affairs Medical Center,1971.0,155.0,274.0,"Individual Therapy, Medication Management, Substance Abuse Treatment",True,2020,Suburban,6,12.7,3,False
FAC202000106,VT,Psychiatric Hospital,3739.0,108.0,148.0,Crisis Intervention,False,2020,Rural,2,34.6,1,False
FAC202000107,WV,Veterans Affairs Medical Center,1868.0,23.0,89.0,"Child and Adolescent Services, Medication Management",True,2020,Urban,10,81.2,2,True
FAC202000108,NM,State Mental Hospital,1716.0,62.0,148.0,"Group Therapy, Telehealth Services, Crisis Intervention, Substance Abuse Treatment, Child and Adolescent Services, Individual Therapy, Case Management",True,2020,Urban,7,27.7,7,False
FAC202000109,GA,State Mental Hospital,4381.0,102.0,106.0,"Group Therapy, Crisis Intervention, Child and Adolescent Services, Medication Management",False,2020,Urban,10,43.0,4,False
FAC202000110,IN,Psychiatric Hospital,4790.0,195.0,148.0,"Child and Adolescent Services, Telehealth Services, Individual Therapy, Substance Abuse Treatment, Crisis Intervention",True,2020,Suburban,9,24.6,5,False
FAC202000111,MI,Veterans Affairs Medical Center,2577.0,11.0,268.0,"Crisis Intervention, Telehealth Services, Case Management, Medication Management, Individual Therapy, Substance Abuse Treatment",False,2020,Rural,4,234.3,6,True
FAC202000112,IN,School Based Program,4232.0,71.0,148.0,Crisis Intervention,True,2020,Urban,12,59.6,1,True
FAC202000113,ME,Residential Treatment Center,3935.0,135.0,266.0,Group Therapy,True,2020,Rural,3,29.1,1,False
FAC202000114,IA,Residential Treatment Center,4674.0,17.0,138.0,"Group Therapy, Medication Management, Individual Therapy, Case Management",False,2020,Suburban,6,274.9,4,True
FAC202000115,HI,State Mental Hospital,1966.0,189.0,283.0,"Individual Therapy, Child and Adolescent Services, Substance Abuse Treatment, Case Management, Group Therapy, Medication Management",True,2020,Rural,3,10.4,6,False
FAC202000116,NV,Community Mental Health Center,3018.0,138.0,185.0,"Individual Therapy, Substance Abuse Treatment, Group Therapy, Case Management",False,2020,Suburban,4,21.9,4,False
FAC202000117,MA,Psychiatric Hospital,4781.0,75.0,107.0,"Crisis Intervention, Substance Abuse Treatment, Medication Management",False,2020,Rural,3,63.7,3,True
FAC202000118,OK,School Based Program,2803.0,22.0,21.0,Individual Therapy,True,2020,Urban,2,127.4,1,True
FAC202000119,NC,Veterans Affairs Medical Center,3575.0,35.0,209.0,"Child and Adolescent Services, Telehealth Services, Substance Abuse Treatment",False,2020,Suburban,12,102.1,3,True
FAC202000120,GA,State Mental Hospital,708.0,25.0,10.0,Child and Adolescent Services,False,2020,Urban,3,28.3,1,False
FAC202000121,OH,Outpatient Clinic,3232.0,128.0,133.0,"Substance Abuse Treatment, Medication Management, Crisis Intervention, Child and Adolescent Services, Group Therapy",False,2020,Urban,11,25.2,5,False
FAC202000122,WI,Private Practice,2736.0,123.0,148.0,"Telehealth Services, Individual Therapy, Group Therapy, Medication Management, Crisis Intervention",False,2020,Rural,2,22.2,5,False
FAC202000123,SC,School Based Program,4067.0,195.0,191.0,"Telehealth Services, Case Management, Child and Adolescent Services",False,2020,Suburban,8,20.9,3,False
FAC202000124,VA,Private Practice,3485.0,172.0,143.0,Substance Abuse Treatment,False,2020,Suburban,1,20.3,1,False
FAC202000125,KS,State Mental Hospital,4261.0,77.0,93.0,"Telehealth Services, Medication Management, Individual Therapy, Child and Adolescent Services, Crisis Intervention, Group Therapy",True,2020,Urban,6,55.3,6,True
FAC202000126,VA,Community Mental Health Center,1104.0,111.0,198.0,"Case Management, Individual Therapy, Group Therapy, Crisis Intervention",False,2020,Urban,10,9.9,4,False
FAC202000127,LA,Veterans Affairs Medical Center,963.0,97.0,16.0,"Individual Therapy, Substance Abuse Treatment, Case Management, Medication Management, Telehealth Services",False,2020,Suburban,3,9.9,5,False
FAC202000128,DE,School Based Program,2908.0,24.0,291.0,"Telehealth Services, Crisis Intervention, Case Management, Substance Abuse Treatment, Individual Therapy, Child and Adolescent Services",True,2020,Suburban,12,121.2,6,True
FAC202000129,IA,State Mental Hospital,1638.0,81.0,132.0,"Medication Management, Group Therapy",True,2020,Suburban,6,20.2,2,False
FAC202000130,ME,State Mental Hospital,3078.0,6.0,155.0,"Individual Therapy, Medication Management, Telehealth Services, Case Management, Substance Abuse Treatment, Crisis Intervention",False,2020,Urban,4,513.0,6,True
FAC202000131,MT,Residential Treatment Center,3313.0,175.0,110.0,"Substance Abuse Treatment, Case Management",True,2020,Rural,3,18.9,2,False
FAC202000132,NJ,Private Practice,1089.0,176.0,45.0,"Medication Management, Individual Therapy, Substance Abuse Treatment, Crisis Intervention, Case Management, Child and Adolescent Services, Group Therapy",False,2020,Suburban,12,6.2,7,False
FAC202000133,DE,Veterans Affairs Medical Center,2577.0,182.0,118.0,"Child and Adolescent Services, Substance Abuse Treatment, Individual Therapy, Medication Management, Group Therapy, Crisis Intervention, Telehealth Services",True,2020,Rural,12,14.2,7,False
FAC202000134,UT,School Based Program,2577.0,190.0,108.0,Individual Therapy,False,2020,Rural,8,13.6,1,False
FAC202000135,WV,Residential Treatment Center,2516.0,34.0,61.0,"Group Therapy, Individual Therapy, Telehealth Services, Medication Management, Crisis Intervention",False,2020,Urban,9,74.0,5,True
FAC202000136,WA,Psychiatric Hospital,3884.0,16.0,267.0,"Group Therapy, Case Management, Medication Management, Telehealth Services, Individual Therapy, Substance Abuse Treatment",True,2020,Urban,12,242.8,6,True
FAC202000137,OH,Outpatient Clinic,2577.0,134.0,148.0,"Group Therapy, Medication Management",False,2020,Suburban,10,19.2,2,False
FAC202000138,HI,Outpatient Clinic,471.0,129.0,221.0,"Group Therapy, Crisis Intervention, Medication Management, Telehealth Services, Substance Abuse Treatment",True,2020,Suburban,9,3.7,5,False
FAC202000139,AL,Psychiatric Hospital,2577.0,16.0,154.0,"Substance Abuse Treatment, Telehealth Services, Individual Therapy",False,2020,Rural,10,161.1,3,True
FAC202000140,MT,Community Mental Health Center,2577.0,108.0,43.0,"Individual Therapy, Child and Adolescent Services, Case Management, Crisis Intervention",True,2020,Urban,6,23.9,4,False
FAC202000141,CT,Community Mental Health Center,1756.0,103.0,158.0,"Child and Adolescent Services, Crisis Intervention, Case Management, Substance Abuse Treatment, Individual Therapy",False,2020,Rural,4,17.0,5,False
FAC202000142,TN,Veterans Affairs Medical Center,304.0,139.0,294.0,"Group Therapy, Child and Adolescent Services, Case Management, Substance Abuse Treatment",True,2020,Suburban,7,2.2,4,False
FAC202000143,OR,Psychiatric Hospital,2577.0,158.0,148.0,"Crisis Intervention, Child and Adolescent Services, Group Therapy",True,2020,Suburban,7,16.3,3,False
FAC202000144,MT,State Mental Hospital,172.0,14.0,191.0,Group Therapy,False,2020,Rural,8,12.3,1,False
FAC202000145,KY,Community Mental Health Center,2679.0,103.0,172.0,"Medication Management, Group Therapy",True,2020,Rural,8,26.0,2,False
FAC202000146,GA,Private Practice,789.0,123.0,148.0,"Telehealth Services, Case Management, Substance Abuse Treatment",False,2020,Suburban,6,6.4,3,False
FAC202000147,NC,School Based Program,3189.0,93.0,286.0,"Crisis Intervention, Telehealth Services, Substance Abuse Treatment, Case Management, Child and Adolescent Services, Medication Management, Group Therapy",True,2020,Suburban,2,34.3,7,False
FAC202000148,CA,Residential Treatment Center,2577.0,74.0,171.0,Medication Management,True,2020,Suburban,11,34.8,1,False
FAC202000149,WA,Private Practice,358.0,22.0,131.0,"Crisis Intervention, Group Therapy, Medication Management",True,2020,Urban,10,16.3,3,False
FAC202000150,KY,Outpatient Clinic,2491.0,24.0,102.0,"Medication Management, Case Management, Group Therapy, Individual Therapy, Child and Adolescent Services, Substance Abuse Treatment",True,2020,Rural,10,103.8,6,True
FAC202000151,IN,Psychiatric Hospital,2577.0,103.0,43.0,"Case Management, Individual Therapy, Group Therapy, Crisis Intervention, Substance Abuse Treatment, Telehealth Services, Medication Management",False,2020,Rural,6,25.0,7,False
FAC202000152,WY,Community Mental Health Center,4837.0,28.0,221.0,"Case Management, Crisis Intervention",True,2020,Rural,3,172.8,2,True
FAC202000153,MT,Outpatient Clinic,3503.0,140.0,163.0,"Case Management, Group Therapy, Crisis Intervention",False,2020,Urban,7,25.0,3,False
FAC202000154,MA,School Based Program,3773.0,123.0,148.0,"Case Management, Substance Abuse Treatment",False,2020,Suburban,8,30.7,2,False
FAC202000155,NM,Veterans Affairs Medical Center,4560.0,103.0,101.0,"Crisis Intervention, Case Management, Group Therapy, Telehealth Services, Medication Management, Child and Adolescent Services",True,2020,Urban,12,44.3,6,False
FAC202000156,LA,State Mental Hospital,242.0,8.0,22.0,"Individual Therapy, Case Management, Group Therapy",True,2020,Suburban,8,30.2,3,False
FAC202000157,NY,Community Mental Health Center,2341.0,79.0,229.0,"Child and Adolescent Services, Case Management, Crisis Intervention, Individual Therapy, Group Therapy, Medication Management",False,2020,Urban,3,29.6,6,False
FAC202000158,NE,Outpatient Clinic,2432.0,78.0,148.0,"Child and Adolescent Services, Case Management",False,2020,Urban,1,31.2,2,False
FAC202000159,UT,Residential Treatment Center,4221.0,56.0,148.0,"Individual Therapy, Medication Management, Crisis Intervention, Substance Abuse Treatment, Telehealth Services, Child and Adolescent Services",True,2020,Urban,2,75.4,6,True
FAC202000160,OR,State Mental Hospital,3321.0,177.0,148.0,"Group Therapy, Case Management",False,2020,Urban,2,18.8,2,False
FAC202000161,NC,Outpatient Clinic,2394.0,190.0,151.0,"Child and Adolescent Services, Medication Management",False,2020,Suburban,12,12.6,2,False
FAC202000162,NC,School Based Program,4983.0,103.0,97.0,"Individual Therapy, Substance Abuse Treatment, Crisis Intervention",False,2020,Rural,4,48.4,3,False
FAC202000163,FL,Veterans Affairs Medical Center,1757.0,89.0,99.0,"Substance Abuse Treatment, Case Management, Individual Therapy",True,2020,Suburban,4,19.7,3,False
FAC202000164,ME,Private Practice,2214.0,68.0,75.0,"Telehealth Services, Child and Adolescent Services",False,2020,Rural,3,32.6,2,False
